Burger,Fries,Cola,Shake,Chicken Nuggets,Salad,Ice Cream,Coffee,Tea,Smoothie,Onion Rings,Cheese Sticks,Pasta,Soup,Grilled Sandwich,Wrap,Muffin,Donut,Brownie,Water,Transaction_ID
1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2622
0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,2623
1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,2624
1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2625
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2626
0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2627
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,2628
0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2629
0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,2630
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2631
1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,2632
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2633
0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,1,1,2634
1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2635
1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2636
0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2637
0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2638
0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2639
1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2640
0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,2641
0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2642
0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2643
1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2644
0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,2645
1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,2646
0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2647
0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,2648
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2649
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2650
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2651
1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,2652
0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2653
1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,2654
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2655
0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2656
0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2657
1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,2658
0,1,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,2659
0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,2660
0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2661
0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2662
0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,2663
1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,2664
0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,2665
0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,2666
0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,2667
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2668
1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2669
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2670
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2671
0,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,2672
1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2673
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2674
0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,2675
0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2676
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2677
0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2678
1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,2679
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2680
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2681
1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,2682
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2683
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2684
1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2685
0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,2686
0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2687
1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2688
1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2689
1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,2690
0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,2691
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2692
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,2693
1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2694
0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2695
1,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,2696
0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2697
0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2698
0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,2699
1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2700
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,2701
0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2702
1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2703
1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2704
0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,2705
1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2706
1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2707
1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2708
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2709
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,2710
0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2711
1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,2712
0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2713
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,2714
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,2715
0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,2716
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2717
1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,2718
0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,2719
1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2720
0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2721
1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,2722
0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2723
0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2724
1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2725
0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2726
0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2727
1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,2728
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2729
0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,2730
0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2731
0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,2732
1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2733
0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,2734
0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2735
0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,2736
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2737
1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2738
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,2739
0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,2740
0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,2741
0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2742
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2743
0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0,2744
1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2745
0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2746
0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,2747
1,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,2748
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,2749
0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,2750
0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,2751
0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2752
0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2753
0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,2754
1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,2755
0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2756
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2757
1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2758
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,2759
1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2760
0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,2761
0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,2762
0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,2763
0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2764
0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,2765
1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2766
0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,2767
0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,2768
0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,2769
1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,2770
0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2771
1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,2772
0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,2773
0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,2774
0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,2775
1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2776
1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2777
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2778
1,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,2779
0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2780
1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2781
0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,2782
0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2783
0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,2784
1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2785
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2786
0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2787
0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2788
1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2789
0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,2790
0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2791
0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2792
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2793
0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2794
0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,2795
0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2796
0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2797
0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2798
0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,2799
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,2800
0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2801
0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,2802
0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2803
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2804
0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,2805
0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,2806
0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2807
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2808
0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,2809
1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2810
1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,2811
1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,2812
1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,2813
0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1,2814
1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,2815
0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,2816
1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2817
1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,2818
0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,2819
0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,2820
0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,2821
0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,2822
0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,2823
0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2824
1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,2825
0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2826
0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,2827
0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,2828
0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,2829
0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2830
0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2831
1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2832
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2833
0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2834
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2835
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2836
1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2837
0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2838
1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,2839
0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2840
1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,2841
0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2842
1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,2843
0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2844
0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2845
0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,2846
1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,2847
0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,2848
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2849
0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,2850
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,2851
1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2852
0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,2853
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2854
0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2855
1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2856
0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2857
1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,2858
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2859
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,2860
0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2861
1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2862
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,2863
1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2864
0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,2865
0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2866
0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,2867
0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,2868
1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,2869
0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,2870
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2871
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,2872
1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,2873
1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,2874
0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2875
0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,2876
0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2877
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2878
1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2879
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2880
0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2881
0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,2882
0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2883
1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,2884
0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2885
0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,2886
0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2887
0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,2888
0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,2889
1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,2890
0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,2891
0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2892
0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2893
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2894
0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2895
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,2896
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2897
0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2898
1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2899
0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,2900
0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,2901
1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,2902
0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2903
0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2904
0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,2905
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2906
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2907
0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2908
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2909
1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,2910
1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,2911
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2912
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2913
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,2914
0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,2915
1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2916
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2917
0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,2918
0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,2919
0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,2920
1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2921
1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2922
0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2923
0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2924
0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2925
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2926
0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,2927
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2928
1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2929
1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,2930
0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2931
1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,2932
0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,2933
0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,2934
0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,2935
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,2936
0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2937
0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,2938
1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,2939
0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,2940
1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2941
1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2942
1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,2943
